,playerID,yearID,stint,teamID,lgID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,years,inducted,name
14969,aguilri01,1989,1,NYN,NL,36,7,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,N,Rick Aguilera
14970,aguilri01,1989,2,MIN,AL,11,,,,,,,,,,,,,,,,,1,N,Rick Aguilera
15206,aguilri01,1990,1,MIN,AL,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N,Rick Aguilera
15434,aguilri01,1991,1,MIN,AL,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N,Rick Aguilera
15657,aguilri01,1992,1,MIN,AL,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N,Rick Aguilera
15891,aguilri01,1993,1,MIN,AL,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N,Rick Aguilera
16139,aguilri01,1994,1,MIN,AL,44,,,,,,,,,,,,,,,,,1,N,Rick Aguilera
16367,aguilri01,1995,1,MIN,AL,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N,Rick Aguilera
16368,aguilri01,1995,2,BOS,AL,30,,,,,,,,,,,,,,,,,1,N,Rick Aguilera
16605,aguilri01,1996,1,MIN,AL,19,,,,,,,,,,,,,,,,,1,N,Rick Aguilera
16832,aguilri01,1997,1,MIN,AL,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N,Rick Aguilera
17057,aguilri01,1998,1,MIN,AL,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N,Rick Aguilera
17278,aguilri01,1999,1,MIN,AL,17,,,,,,,,,,,,,,,,,1,N,Rick Aguilera
17279,aguilri01,1999,2,CHN,NL,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N,Rick Aguilera
17468,aguilri01,2000,1,CHN,NL,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N,Rick Aguilera
11071,burleri01,1974,1,BOS,AL,114,384,36,109,22,0,4,44,3,3,21,34,0,2,3,5,13,1,N,Rick Burleson
11388,burleri01,1975,1,BOS,AL,158,580,66,146,25,1,6,62,8,5,45,44,1,3,17,9,18,1,N,Rick Burleson
11669,burleri01,1976,1,BOS,AL,152,540,75,157,27,1,7,42,14,9,60,37,2,5,8,3,15,1,N,Rick Burleson
11951,burleri01,1977,1,BOS,AL,154,663,80,194,36,7,3,52,13,12,47,69,1,2,3,6,15,1,N,Rick Burleson
12240,burleri01,1978,1,BOS,AL,145,626,75,155,32,5,5,49,8,8,40,71,2,4,10,5,16,1,N,Rick Burleson
12499,burleri01,1979,1,BOS,AL,153,627,93,174,32,5,5,60,9,5,35,54,0,3,9,8,13,1,N,Rick Burleson
12769,burleri01,1980,1,BOS,AL,155,644,89,179,29,2,8,51,12,13,62,51,0,2,6,4,24,1,N,Rick Burleson
13020,burleri01,1981,1,CAL,AL,109,430,53,126,17,1,5,33,4,6,42,38,2,3,11,4,8,1,N,Rick Burleson
13277,burleri01,1982,1,CAL,AL,11,45,4,7,1,0,0,2,0,0,6,3,2,0,2,0,2,1,N,Rick Burleson
13540,burleri01,1983,1,CAL,AL,33,119,22,34,7,0,0,11,0,2,12,12,0,0,2,1,5,1,N,Rick Burleson
13785,burleri01,1984,1,CAL,AL,7,4,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,N,Rick Burleson
14270,burleri01,1986,1,CAL,AL,93,271,35,77,14,0,5,29,1,3,33,32,1,1,6,1,2,1,N,Rick Burleson
14511,burleri01,1987,1,BAL,AL,62,206,26,43,14,1,2,14,0,2,17,30,0,3,6,0,7,1,N,Rick Burleson
9624,dempsri01,1969,1,MIN,AL,5,6,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,N,Rick Dempsey
9895,dempsri01,1970,1,MIN,AL,5,7,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,N,Rick Dempsey
10177,dempsri01,1971,1,MIN,AL,6,13,2,4,1,0,0,0,0,0,1,1,0,0,0,0,1,1,N,Rick Dempsey
10470,dempsri01,1972,1,MIN,AL,25,40,0,8,1,0,0,0,0,0,6,8,0,0,1,0,2,1,N,Rick Dempsey
10780,dempsri01,1973,1,NYA,AL,6,11,0,2,0,0,0,0,0,0,1,3,0,0,1,0,1,1,N,Rick Dempsey
11103,dempsri01,1974,1,NYA,AL,43,109,12,26,3,0,2,12,1,0,8,7,0,0,1,1,5,1,N,Rick Dempsey
11414,dempsri01,1975,1,NYA,AL,71,145,18,38,8,0,1,11,0,0,21,15,1,0,3,1,5,1,N,Rick Dempsey
11698,dempsri01,1976,1,NYA,AL,21,42,1,5,0,0,0,2,0,0,5,4,0,0,1,0,0,1,N,Rick Dempsey
11699,dempsri01,1976,2,BAL,AL,59,174,11,37,2,0,0,10,1,1,13,17,0,2,3,0,2,1,N,Rick Dempsey
11980,dempsri01,1977,1,BAL,AL,91,270,27,61,7,4,3,34,2,3,34,34,1,2,5,3,9,1,N,Rick Dempsey
12269,dempsri01,1978,1,BAL,AL,136,441,41,114,25,0,6,32,7,3,48,54,2,0,3,6,11,1,N,Rick Dempsey
12526,dempsri01,1979,1,BAL,AL,124,368,48,88,23,0,6,41,0,1,38,37,1,0,3,4,12,1,N,Rick Dempsey
12795,dempsri01,1980,1,BAL,AL,119,362,51,95,26,3,9,40,3,1,36,45,1,3,4,1,11,1,N,Rick Dempsey
13044,dempsri01,1981,1,BAL,AL,92,251,24,54,10,1,6,15,0,1,32,36,1,1,3,0,5,1,N,Rick Dempsey
13299,dempsri01,1982,1,BAL,AL,125,344,35,88,15,1,5,36,0,3,46,37,1,0,7,5,10,1,N,Rick Dempsey
13568,dempsri01,1983,1,BAL,AL,128,347,33,80,16,2,4,32,1,1,40,54,1,3,5,5,9,1,N,Rick Dempsey
13812,dempsri01,1984,1,BAL,AL,109,330,37,76,11,0,11,34,1,2,40,58,0,1,5,4,11,1,N,Rick Dempsey
14060,dempsri01,1985,1,BAL,AL,132,362,54,92,19,0,12,52,0,1,50,87,0,1,5,2,2,1,N,Rick Dempsey
14301,dempsri01,1986,1,BAL,AL,122,327,42,68,15,1,13,29,1,0,45,78,0,3,7,0,5,1,N,Rick Dempsey
14542,dempsri01,1987,1,CLE,AL,60,141,16,25,10,0,1,9,0,0,23,29,0,1,4,1,4,1,N,Rick Dempsey
14785,dempsri01,1988,1,LAN,NL,77,167,25,42,13,0,7,30,1,0,25,44,0,0,0,6,4,1,N,Rick Dempsey
15019,dempsri01,1989,1,LAN,NL,79,151,16,27,7,0,4,16,1,0,30,37,3,1,1,0,5,1,N,Rick Dempsey
15256,dempsri01,1990,1,LAN,NL,62,128,13,25,5,0,2,15,1,0,23,29,0,0,0,0,8,1,N,Rick Dempsey
15484,dempsri01,1991,1,ML4,AL,61,147,15,34,5,0,4,21,0,2,23,20,1,0,1,3,7,1,N,Rick Dempsey
15710,dempsri01,1992,1,BAL,AL,8,9,2,1,0,0,0,0,0,0,2,1,0,0,0,0,1,1,N,Rick Dempsey
4199,ferreri01,1929,1,SLA,AL,64,144,21,33,6,1,0,20,1,2,32,10,,1,4,,,4,Y,Rick Ferrell
4337,ferreri01,1930,1,SLA,AL,101,314,43,84,18,4,1,41,1,4,46,10,,1,11,,,4,Y,Rick Ferrell
4480,ferreri01,1931,1,SLA,AL,117,386,47,118,30,4,3,57,2,3,56,12,,0,3,,,4,Y,Rick Ferrell
4623,ferreri01,1932,1,SLA,AL,126,438,67,138,30,5,2,65,5,5,66,18,,1,9,,,4,Y,Rick Ferrell
4767,ferreri01,1933,1,SLA,AL,22,72,8,18,2,0,1,5,2,0,12,4,,0,1,,,4,Y,Rick Ferrell
4768,ferreri01,1933,2,BOS,AL,118,421,50,125,19,4,3,72,2,2,58,19,,2,14,,,4,Y,Rick Ferrell
4917,ferreri01,1934,1,BOS,AL,132,437,50,130,29,4,1,48,0,0,66,20,,0,4,,,4,Y,Rick Ferrell
5063,ferreri01,1935,1,BOS,AL,133,458,54,138,34,4,3,61,5,8,65,15,,0,13,,,4,Y,Rick Ferrell
5193,ferreri01,1936,1,BOS,AL,121,410,59,128,27,5,8,55,0,1,65,17,,0,5,,,4,Y,Rick Ferrell
5318,ferreri01,1937,1,BOS,AL,18,65,8,20,2,0,1,4,0,0,15,4,,0,0,,,4,Y,Rick Ferrell
5319,ferreri01,1937,2,WS1,AL,86,279,31,64,6,0,1,32,1,1,50,18,,1,2,,,4,Y,Rick Ferrell
5444,ferreri01,1938,1,WS1,AL,135,411,55,120,24,5,1,58,1,0,75,17,,0,9,,,4,Y,Rick Ferrell
5560,ferreri01,1939,1,WS1,AL,87,274,32,77,13,1,0,31,1,1,41,12,,1,7,,4,4,Y,Rick Ferrell
5687,ferreri01,1940,1,WS1,AL,103,326,35,89,18,2,0,28,1,1,47,15,,0,2,,7,4,Y,Rick Ferrell
5809,ferreri01,1941,1,WS1,AL,21,66,8,18,5,0,0,13,1,0,15,4,,0,1,,3,4,Y,Rick Ferrell
5810,ferreri01,1941,2,SLA,AL,100,321,30,81,14,3,2,23,2,1,52,22,,0,2,,9,4,Y,Rick Ferrell
5929,ferreri01,1942,1,SLA,AL,99,273,20,61,6,1,0,26,0,1,33,13,,0,6,,5,4,Y,Rick Ferrell
6042,ferreri01,1943,1,SLA,AL,74,209,12,50,7,0,0,20,0,0,34,14,,1,2,,3,4,Y,Rick Ferrell
6123,ferreri01,1944,1,WS1,AL,99,339,14,94,11,1,0,25,2,1,46,13,,0,2,,10,4,Y,Rick Ferrell
6200,ferreri01,1945,1,WS1,AL,91,286,33,76,12,1,1,38,2,4,43,13,,2,4,,10,4,Y,Rick Ferrell
6401,ferreri01,1947,1,WS1,AL,37,99,10,30,11,0,0,12,0,0,14,7,,0,2,,4,4,Y,Rick Ferrell
12033,honeyri01,1977,1,SEA,AL,10,,,,,,,,,,,,,,,,,1,N,Rick Honeycutt
12315,honeyri01,1978,1,SEA,AL,26,,,,,,,,,,,,,,,,,1,N,Rick Honeycutt
12572,honeyri01,1979,1,SEA,AL,33,,,,,,,,,,,,,,,,,1,N,Rick Honeycutt
12836,honeyri01,1980,1,SEA,AL,30,,,,,,,,,,,,,,,,,1,N,Rick Honeycutt
13087,honeyri01,1981,1,TEX,AL,20,,,,,,,,,,,,,,,,,1,N,Rick Honeycutt
13346,honeyri01,1982,1,TEX,AL,30,,,,,,,,,,,,,,,,,1,N,Rick Honeycutt
13613,honeyri01,1983,1,TEX,AL,25,,,,,,,,,,,,,,,,,1,N,Rick Honeycutt
13614,honeyri01,1983,2,LAN,NL,9,12,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,1,N,Rick Honeycutt
13856,honeyri01,1984,1,LAN,NL,29,56,1,8,0,0,0,1,1,0,3,17,0,0,9,0,1,1,N,Rick Honeycutt
14108,honeyri01,1985,1,LAN,NL,32,38,5,5,1,0,0,1,0,0,3,6,0,0,8,0,1,1,N,Rick Honeycutt
14348,honeyri01,1986,1,LAN,NL,32,43,3,3,1,0,0,3,0,0,8,11,0,0,6,0,0,1,N,Rick Honeycutt
14589,honeyri01,1987,1,LAN,NL,27,30,3,7,1,0,0,2,0,0,2,8,0,0,3,0,0,1,N,Rick Honeycutt
14590,honeyri01,1987,2,OAK,AL,7,,,,,,,,,,,,,,,,,1,N,Rick Honeycutt
14832,honeyri01,1988,1,OAK,AL,55,,,,,,,,,,,,,,,,,1,N,Rick Honeycutt
15068,honeyri01,1989,1,OAK,AL,64,,,,,,,,,,,,,,,,,1,N,Rick Honeycutt
15302,honeyri01,1990,1,OAK,AL,66,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,N,Rick Honeycutt
15531,honeyri01,1991,1,OAK,AL,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N,Rick Honeycutt
15755,honeyri01,1992,1,OAK,AL,54,,,,,,,,,,,,,,,,,1,N,Rick Honeycutt
15996,honeyri01,1993,1,OAK,AL,52,,,,,,,,,,,,,,,,,1,N,Rick Honeycutt
16234,honeyri01,1994,1,TEX,AL,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N,Rick Honeycutt
16471,honeyri01,1995,1,OAK,AL,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N,Rick Honeycutt
16472,honeyri01,1995,2,NYA,AL,3,,,,,,,,,,,,,,,,,1,N,Rick Honeycutt
16704,honeyri01,1996,1,SLN,NL,61,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,1,N,Rick Honeycutt
16932,honeyri01,1997,1,SLN,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N,Rick Honeycutt
9020,mondari01,1966,1,KC1,AL,17,41,4,4,1,1,0,2,1,1,6,16,0,0,0,0,0,1,N,Rick Monday
9243,mondari01,1967,1,KC1,AL,124,406,52,102,14,6,14,58,3,6,42,107,2,2,5,4,5,1,N,Rick Monday
9477,mondari01,1968,1,OAK,AL,148,482,56,132,24,7,8,49,14,6,72,143,7,4,2,3,5,1,N,Rick Monday
9725,mondari01,1969,1,OAK,AL,122,399,57,108,17,4,12,54,12,3,72,100,11,5,4,1,6,1,N,Rick Monday
10006,mondari01,1970,1,OAK,AL,112,376,63,109,19,7,10,37,17,11,58,99,0,2,5,1,8,1,N,Rick Monday
10294,mondari01,1971,1,OAK,AL,116,355,53,87,9,3,18,56,6,9,49,93,5,0,3,2,5,1,N,Rick Monday
10593,mondari01,1972,1,CHN,NL,138,434,68,108,22,5,11,42,12,9,78,102,8,1,3,4,4,1,N,Rick Monday
10915,mondari01,1973,1,CHN,NL,149,554,93,148,24,5,26,56,5,12,92,124,7,1,3,1,3,1,N,Rick Monday
11236,mondari01,1974,1,CHN,NL,142,538,84,158,19,7,20,58,7,9,70,94,6,2,4,3,4,1,N,Rick Monday
11531,mondari01,1975,1,CHN,NL,136,491,89,131,29,4,17,60,8,3,83,95,12,1,7,1,8,1,N,Rick Monday
11816,mondari01,1976,1,CHN,NL,137,534,107,145,20,5,32,77,5,9,60,125,8,2,2,3,7,1,N,Rick Monday
12104,mondari01,1977,1,LAN,NL,118,392,47,90,13,1,15,48,1,4,60,109,6,0,2,2,4,1,N,Rick Monday
12378,mondari01,1978,1,LAN,NL,119,342,54,87,14,1,19,57,2,4,49,100,11,1,3,2,4,1,N,Rick Monday
12633,mondari01,1979,1,LAN,NL,12,33,2,10,0,0,0,2,0,0,5,6,0,0,0,0,1,1,N,Rick Monday
12894,mondari01,1980,1,LAN,NL,96,194,35,52,7,1,10,25,2,2,28,49,3,1,0,0,1,1,N,Rick Monday
13143,mondari01,1981,1,LAN,NL,66,130,24,41,1,2,11,25,1,2,24,42,3,1,0,1,0,1,N,Rick Monday
13406,mondari01,1982,1,LAN,NL,104,210,37,54,6,4,11,42,2,1,39,51,6,1,1,3,3,1,N,Rick Monday
13657,mondari01,1983,1,LAN,NL,99,178,21,44,7,1,6,20,0,0,29,42,9,0,0,1,3,1,N,Rick Monday
13900,mondari01,1984,1,LAN,NL,31,47,4,9,2,0,1,7,0,0,8,16,3,0,2,0,0,1,N,Rick Monday
8619,reichri01,1964,1,LAA,AL,11,37,0,6,0,0,0,0,1,0,1,12,1,0,0,0,1,1,N,Rick Reichardt
8834,reichri01,1965,1,CAL,AL,20,75,8,20,4,0,1,6,4,1,5,12,0,1,0,0,2,1,N,Rick Reichardt
9047,reichri01,1966,1,CAL,AL,89,319,48,92,5,4,16,44,8,4,27,61,3,13,1,1,6,1,N,Rick Reichardt
9272,reichri01,1967,1,CAL,AL,146,498,56,132,14,2,17,69,5,3,35,90,4,7,2,3,16,1,N,Rick Reichardt
9508,reichri01,1968,1,CAL,AL,151,534,62,136,20,3,21,73,8,7,42,118,2,18,3,4,14,1,N,Rick Reichardt
9766,reichri01,1969,1,CAL,AL,137,493,60,125,11,4,13,68,3,6,43,100,5,8,6,7,16,1,N,Rick Reichardt
10043,reichri01,1970,1,CAL,AL,9,6,1,1,0,0,0,1,0,0,3,0,1,0,0,1,0,1,N,Rick Reichardt
10044,reichri01,1970,2,WS2,AL,107,277,42,70,14,2,15,46,2,4,23,69,2,9,0,2,13,1,N,Rick Reichardt
10331,reichri01,1971,1,CHA,AL,138,496,53,138,14,2,19,62,5,10,37,90,0,6,3,2,12,1,N,Rick Reichardt
10629,reichri01,1972,1,CHA,AL,101,291,31,73,14,4,8,43,2,2,28,63,1,3,4,2,5,1,N,Rick Reichardt
10956,reichri01,1973,1,CHA,AL,46,153,15,42,8,1,3,16,2,3,8,29,0,1,1,0,3,1,N,Rick Reichardt
10957,reichri01,1973,2,KCA,AL,41,127,15,28,5,2,3,17,0,1,11,28,1,0,5,2,4,1,N,Rick Reichardt
11271,reichri01,1974,1,KCA,AL,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N,Rick Reichardt
10630,reuscri01,1972,1,CHN,NL,21,44,3,6,1,0,0,3,0,0,2,15,0,0,6,0,1,1,N,Rick Reuschel
10958,reuscri01,1973,1,CHN,NL,36,73,3,9,1,0,0,2,0,1,1,27,0,0,9,1,0,1,N,Rick Reuschel
11272,reuscri01,1974,1,CHN,NL,41,86,4,19,4,1,0,2,0,0,0,27,0,0,9,1,0,1,N,Rick Reuschel
11566,reuscri01,1975,1,CHN,NL,38,77,3,16,2,0,1,7,0,1,3,11,0,0,6,0,2,1,N,Rick Reuschel
11846,reuscri01,1976,1,CHN,NL,38,83,9,19,4,0,0,6,0,0,6,16,0,1,7,0,2,1,N,Rick Reuschel
12137,reuscri01,1977,1,CHN,NL,41,87,9,18,3,1,1,8,0,0,1,18,0,1,6,0,0,1,N,Rick Reuschel
12406,reuscri01,1978,1,CHN,NL,35,73,5,10,2,0,0,4,1,0,4,23,0,1,10,1,0,1,N,Rick Reuschel
12667,reuscri01,1979,1,CHN,NL,38,79,8,13,2,1,0,6,0,1,7,26,0,0,5,0,0,1,N,Rick Reuschel
12927,reuscri01,1980,1,CHN,NL,44,82,4,13,3,1,0,5,0,0,1,23,0,0,10,0,0,1,N,Rick Reuschel
13177,reuscri01,1981,1,CHN,NL,16,25,1,2,0,0,0,1,0,0,1,7,0,0,4,0,1,1,N,Rick Reuschel
13178,reuscri01,1981,2,NYA,AL,12,,,,,,,,,,,,,,,,,1,N,Rick Reuschel
13691,reuscri01,1983,1,CHN,NL,4,7,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,N,Rick Reuschel
13933,reuscri01,1984,1,CHN,NL,20,29,2,7,3,0,0,3,0,0,2,8,0,0,4,1,1,1,N,Rick Reuschel
14177,reuscri01,1985,1,PIT,NL,31,59,8,10,2,0,1,7,1,0,3,17,0,0,6,0,0,1,N,Rick Reuschel
14420,reuscri01,1986,1,PIT,NL,43,70,7,11,2,0,0,6,0,0,3,19,0,0,8,0,0,1,N,Rick Reuschel
14666,reuscri01,1987,1,PIT,NL,25,60,7,9,2,0,1,5,1,0,4,23,0,0,6,0,0,1,N,Rick Reuschel
14667,reuscri01,1987,2,SFN,NL,9,19,1,2,1,0,0,5,0,0,1,3,0,0,1,0,1,1,N,Rick Reuschel
14901,reuscri01,1988,1,SFN,NL,36,73,4,8,1,0,0,3,0,1,2,25,0,0,19,0,1,1,N,Rick Reuschel
15134,reuscri01,1989,1,SFN,NL,32,61,2,10,1,0,0,3,0,1,5,16,0,0,16,1,2,1,N,Rick Reuschel
15367,reuscri01,1990,1,SFN,NL,15,26,2,4,1,0,0,3,0,0,0,11,0,0,3,0,0,1,N,Rick Reuschel
15593,reuscri01,1991,1,SFN,NL,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N,Rick Reuschel
11274,rhoderi01,1974,1,LAN,NL,4,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,N,Rick Rhoden
11568,rhoderi01,1975,1,LAN,NL,26,28,0,2,0,0,0,1,0,0,1,6,0,0,1,0,0,1,N,Rick Rhoden
11848,rhoderi01,1976,1,LAN,NL,27,65,6,20,3,0,1,9,0,0,1,12,0,0,7,0,1,1,N,Rick Rhoden
12139,rhoderi01,1977,1,LAN,NL,32,78,8,18,3,0,3,12,0,0,0,13,0,0,6,0,3,1,N,Rick Rhoden
12408,rhoderi01,1978,1,LAN,NL,30,52,5,7,1,0,0,4,0,0,3,14,0,0,6,1,1,1,N,Rick Rhoden
12669,rhoderi01,1979,1,PIT,NL,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N,Rick Rhoden
12929,rhoderi01,1980,1,PIT,NL,20,40,3,15,3,0,1,11,0,0,1,2,0,0,4,0,0,1,N,Rick Rhoden
13180,rhoderi01,1981,1,PIT,NL,21,48,4,9,2,0,0,0,0,0,1,7,0,0,3,0,1,1,N,Rick Rhoden
13443,rhoderi01,1982,1,PIT,NL,36,83,10,22,6,0,3,12,0,0,3,8,0,0,2,1,3,1,N,Rick Rhoden
13693,rhoderi01,1983,1,PIT,NL,36,86,2,13,1,0,0,5,0,0,0,19,0,0,2,0,2,1,N,Rick Rhoden
13935,rhoderi01,1984,1,PIT,NL,35,84,9,28,6,0,0,4,0,0,2,10,0,0,5,1,1,1,N,Rick Rhoden
14179,rhoderi01,1985,1,PIT,NL,37,74,2,14,3,0,0,6,0,0,2,7,0,0,2,0,2,1,N,Rick Rhoden
14422,rhoderi01,1986,1,PIT,NL,41,90,9,25,9,0,1,10,0,1,3,13,0,0,7,1,5,1,N,Rick Rhoden
14671,rhoderi01,1987,1,NYA,AL,30,,,,,,,,,,,,,,,,,1,N,Rick Rhoden
14903,rhoderi01,1988,1,NYA,AL,31,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,N,Rick Rhoden
15137,rhoderi01,1989,1,HOU,NL,20,29,0,6,1,0,0,0,0,0,0,2,0,0,2,0,1,1,N,Rick Rhoden
11883,sutclri01,1976,1,LAN,NL,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,N,Rick Sutcliffe
12440,sutclri01,1978,1,LAN,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N,Rick Sutcliffe
12707,sutclri01,1979,1,LAN,NL,40,85,6,21,3,0,1,17,0,0,1,20,0,0,6,1,4,1,N,Rick Sutcliffe
12962,sutclri01,1980,1,LAN,NL,44,27,1,4,0,0,0,3,0,0,2,5,0,0,3,0,0,1,N,Rick Sutcliffe
13218,sutclri01,1981,1,LAN,NL,14,11,2,2,0,0,0,2,0,0,2,3,0,0,0,0,0,1,N,Rick Sutcliffe
13479,sutclri01,1982,1,CLE,AL,34,,,,,,,,,,,,,,,,,1,N,Rick Sutcliffe
13728,sutclri01,1983,1,CLE,AL,36,,,,,,,,,,,,,,,,,1,N,Rick Sutcliffe
13974,sutclri01,1984,1,CLE,AL,15,,,,,,,,,,,,,,,,,1,N,Rick Sutcliffe
13975,sutclri01,1984,2,CHN,NL,20,56,3,14,3,0,0,6,0,0,2,18,0,0,5,0,1,1,N,Rick Sutcliffe
14211,sutclri01,1985,1,CHN,NL,20,43,4,10,0,0,1,3,0,0,2,10,0,0,2,1,1,1,N,Rick Sutcliffe
14453,sutclri01,1986,1,CHN,NL,29,53,3,11,2,0,1,4,0,0,2,13,0,1,4,0,1,1,N,Rick Sutcliffe
14698,sutclri01,1987,1,CHN,NL,35,81,8,12,5,1,0,6,1,0,7,19,0,0,11,1,2,1,N,Rick Sutcliffe
14935,sutclri01,1988,1,CHN,NL,33,75,8,12,5,0,1,6,1,0,3,18,0,1,4,2,0,1,N,Rick Sutcliffe
15170,sutclri01,1989,1,CHN,NL,37,70,5,10,2,0,0,5,2,0,10,19,0,0,10,0,4,1,N,Rick Sutcliffe
15397,sutclri01,1990,1,CHN,NL,5,5,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,1,N,Rick Sutcliffe
15622,sutclri01,1991,1,CHN,NL,20,32,2,3,1,0,0,2,0,0,1,9,0,0,5,0,1,1,N,Rick Sutcliffe
15857,sutclri01,1992,1,BAL,AL,36,,,,,,,,,,,,,,,,,1,N,Rick Sutcliffe
16100,sutclri01,1993,1,BAL,AL,29,,,,,,,,,,,,,,,,,1,N,Rick Sutcliffe
16331,sutclri01,1994,1,SLN,NL,16,23,0,3,1,0,0,1,0,0,0,6,0,0,3,0,1,1,N,Rick Sutcliffe
8660,wiseri01,1964,1,PHI,NL,25,17,2,5,0,0,0,1,0,0,1,7,0,1,2,1,0,1,N,Rick Wise
9092,wiseri01,1966,1,PHI,NL,23,30,0,0,0,0,0,0,0,0,0,16,0,0,1,0,0,1,N,Rick Wise
9318,wiseri01,1967,1,PHI,NL,36,53,1,11,0,1,0,1,0,0,4,25,0,0,2,0,0,1,N,Rick Wise
9553,wiseri01,1968,1,PHI,NL,30,58,6,14,4,1,2,7,0,0,3,15,0,0,2,0,1,1,N,Rick Wise
9819,wiseri01,1969,1,PHI,NL,33,74,9,20,3,1,1,4,0,0,3,25,0,0,6,1,0,1,N,Rick Wise
10097,wiseri01,1970,1,PHI,NL,37,75,6,15,4,0,2,10,0,0,4,20,0,0,6,0,2,1,N,Rick Wise
10387,wiseri01,1971,1,PHI,NL,39,97,14,23,2,1,6,15,0,0,3,34,0,0,4,0,0,1,N,Rick Wise
10690,wiseri01,1972,1,SLN,NL,35,93,8,16,2,0,1,9,0,0,1,30,0,0,6,0,1,1,N,Rick Wise
11024,wiseri01,1973,1,SLN,NL,35,88,12,17,3,1,3,14,0,0,5,36,0,2,6,1,1,1,N,Rick Wise
11344,wiseri01,1974,1,BOS,AL,9,,,,,,,,,,,,,,,,,1,N,Rick Wise
11631,wiseri01,1975,1,BOS,AL,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N,Rick Wise
11914,wiseri01,1976,1,BOS,AL,34,,,,,,,,,,,,,,,,,1,N,Rick Wise
12202,wiseri01,1977,1,BOS,AL,26,,,,,,,,,,,,,,,,,1,N,Rick Wise
12467,wiseri01,1978,1,CLE,AL,33,,,,,,,,,,,,,,,,,1,N,Rick Wise
12737,wiseri01,1979,1,CLE,AL,34,,,,,,,,,,,,,,,,,1,N,Rick Wise
12990,wiseri01,1980,1,SDN,NL,28,58,1,8,2,0,0,4,0,0,2,21,0,0,2,0,0,1,N,Rick Wise
13247,wiseri01,1981,1,SDN,NL,18,25,1,1,1,0,0,1,0,0,1,11,0,0,3,0,2,1,N,Rick Wise
13510,wiseri01,1982,1,SDN,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N,Rick Wise
12565,henderi01,1979,1,OAK,AL,89,351,49,96,13,3,1,26,33,11,34,39,0,2,8,3,4,1,Y,Rickey Henderson
12830,henderi01,1980,1,OAK,AL,158,591,111,179,22,4,9,53,100,26,117,54,7,5,6,3,6,1,Y,Rickey Henderson
13082,henderi01,1981,1,OAK,AL,108,423,89,135,18,7,6,35,56,22,64,68,4,2,0,4,7,1,Y,Rickey Henderson
13340,henderi01,1982,1,OAK,AL,149,536,119,143,24,4,10,51,130,42,116,94,1,2,0,2,5,1,Y,Rickey Henderson
13605,henderi01,1983,1,OAK,AL,145,513,105,150,25,7,9,48,108,19,103,80,8,4,1,1,11,1,Y,Rickey Henderson
13850,henderi01,1984,1,OAK,AL,142,502,113,147,27,4,16,58,66,18,86,81,1,5,1,3,7,1,Y,Rickey Henderson
14101,henderi01,1985,1,NYA,AL,143,547,146,172,28,5,24,72,80,10,99,65,1,3,0,5,8,1,Y,Rickey Henderson
14342,henderi01,1986,1,NYA,AL,153,608,130,160,31,5,28,74,87,18,89,81,2,2,0,2,12,1,Y,Rickey Henderson
14582,henderi01,1987,1,NYA,AL,95,358,78,104,17,3,17,37,41,8,80,52,1,2,0,0,10,1,Y,Rickey Henderson
