,playerID,yearID,stint,teamID,lgID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,years,inducted,name
12452,trammal01,1978,1,DET,AL,139,448,49,120,14,6,2,34,3,1,45,56,0,2,6,3,12,15,N,Alan Trammell
12721,trammal01,1979,1,DET,AL,142,460,68,127,11,4,6,50,17,14,43,55,0,0,12,5,6,15,N,Alan Trammell
12973,trammal01,1980,1,DET,AL,146,560,107,168,21,5,9,65,12,12,69,63,2,3,13,7,10,15,N,Alan Trammell
13230,trammal01,1981,1,DET,AL,105,392,52,101,15,3,2,31,10,3,49,31,2,3,16,3,10,15,N,Alan Trammell
13492,trammal01,1982,1,DET,AL,157,489,66,126,34,3,9,57,19,8,52,47,0,0,9,6,5,15,N,Alan Trammell
13740,trammal01,1983,1,DET,AL,142,505,83,161,31,2,14,66,30,10,57,64,2,0,15,4,7,15,N,Alan Trammell
13988,trammal01,1984,1,DET,AL,139,555,85,174,34,5,14,69,19,13,60,63,2,3,6,2,8,15,N,Alan Trammell
14224,trammal01,1985,1,DET,AL,149,605,79,156,21,7,13,57,14,5,50,71,4,2,11,9,6,15,N,Alan Trammell
14466,trammal01,1986,1,DET,AL,151,574,107,159,33,7,21,75,25,12,59,57,4,5,11,4,7,15,N,Alan Trammell
14709,trammal01,1987,1,DET,AL,151,597,109,205,34,3,28,105,21,2,60,47,8,3,2,6,11,15,N,Alan Trammell
14945,trammal01,1988,1,DET,AL,128,466,73,145,24,1,15,69,7,4,46,46,8,4,0,7,14,15,N,Alan Trammell
15178,trammal01,1989,1,DET,AL,121,449,54,109,20,3,5,43,10,2,45,45,1,4,3,5,9,15,N,Alan Trammell
15405,trammal01,1990,1,DET,AL,146,559,71,170,37,1,14,89,12,10,68,55,7,1,3,6,11,15,N,Alan Trammell
15632,trammal01,1991,1,DET,AL,101,375,57,93,20,0,9,55,11,2,37,39,1,3,5,1,7,15,N,Alan Trammell
15865,trammal01,1992,1,DET,AL,29,102,11,28,7,1,1,11,2,2,15,4,0,1,1,1,6,15,N,Alan Trammell
16109,trammal01,1993,1,DET,AL,112,401,72,132,25,3,12,60,12,8,38,38,2,2,4,2,7,15,N,Alan Trammell
16338,trammal01,1994,1,DET,AL,76,292,38,78,17,1,8,28,3,0,16,35,1,1,2,0,8,15,N,Alan Trammell
16575,trammal01,1995,1,DET,AL,74,223,28,60,12,0,2,23,3,1,27,19,4,0,3,2,8,15,N,Alan Trammell
16806,trammal01,1996,1,DET,AL,66,193,16,45,2,0,1,16,6,0,10,27,0,0,1,3,3,15,N,Alan Trammell
14981,belleal01,1989,1,CLE,AL,62,218,22,49,8,4,7,37,2,2,12,55,0,2,0,2,4,2,N,Albert Belle
15217,belleal01,1990,1,CLE,AL,9,23,1,4,0,0,1,3,0,0,1,6,0,0,1,0,1,2,N,Albert Belle
15444,belleal01,1991,1,CLE,AL,123,461,60,130,31,2,28,95,3,1,25,99,2,5,0,5,24,2,N,Albert Belle
15667,belleal01,1992,1,CLE,AL,153,585,81,152,23,1,34,112,8,2,52,128,5,4,1,8,18,2,N,Albert Belle
15903,belleal01,1993,1,CLE,AL,159,594,93,172,36,3,38,129,23,12,76,96,13,8,1,14,18,2,N,Albert Belle
16152,belleal01,1994,1,CLE,AL,106,412,90,147,35,2,36,101,9,6,58,71,9,5,1,4,5,2,N,Albert Belle
16382,belleal01,1995,1,CLE,AL,143,546,121,173,52,1,50,126,5,2,73,80,5,6,0,4,24,2,N,Albert Belle
16620,belleal01,1996,1,CLE,AL,158,602,124,187,38,3,48,148,11,0,99,87,15,7,0,7,20,2,N,Albert Belle
16846,belleal01,1997,1,CHA,AL,161,634,90,174,45,1,30,116,4,4,53,105,6,6,0,8,26,2,N,Albert Belle
17070,belleal01,1998,1,CHA,AL,163,609,113,200,48,2,49,152,6,4,81,84,10,1,0,15,17,2,N,Albert Belle
17295,belleal01,1999,1,BAL,AL,161,610,108,181,36,1,37,117,17,3,101,82,15,7,0,4,19,2,N,Albert Belle
17481,belleal01,2000,1,BAL,AL,141,559,71,157,37,1,23,103,0,5,52,68,11,4,0,7,17,2,N,Albert Belle
15266,fernaal01,1990,1,CHA,AL,13,,,,,,,,,,,,,,,,,1,N,Alex Fernandez
15494,fernaal01,1991,1,CHA,AL,34,,,,,,,,,,,,,,,,,1,N,Alex Fernandez
15719,fernaal01,1992,1,CHA,AL,29,,,,,,,,,,,,,,,,,1,N,Alex Fernandez
15953,fernaal01,1993,1,CHA,AL,34,,,,,,,,,,,,,,,,,1,N,Alex Fernandez
16197,fernaal01,1994,1,CHA,AL,24,,,,,,,,,,,,,,,,,1,N,Alex Fernandez
16431,fernaal01,1995,1,CHA,AL,30,,,,,,,,,,,,,,,,,1,N,Alex Fernandez
16667,fernaal01,1996,1,CHA,AL,35,,,,,,,,,,,,,,,,,1,N,Alex Fernandez
16895,fernaal01,1997,1,FLO,NL,33,66,3,10,6,0,0,4,0,0,6,20,0,0,7,1,1,1,N,Alex Fernandez
17334,fernaal01,1999,1,FLO,NL,25,43,3,10,1,0,3,7,0,0,0,5,0,0,3,0,1,1,N,Alex Fernandez
17518,fernaal01,2000,1,FLO,NL,9,17,1,2,1,0,0,3,0,0,3,10,0,0,0,0,2,1,N,Alex Fernandez
8550,johnsal01,1964,1,PHI,NL,43,109,18,33,7,1,4,18,1,2,6,26,1,1,0,0,1,1,N,Alex Johnson
8756,johnsal01,1965,1,PHI,NL,97,262,27,77,9,3,8,28,4,4,15,60,3,2,1,0,5,1,N,Alex Johnson
8972,johnsal01,1966,1,SLN,NL,25,86,7,16,0,1,2,6,1,1,5,18,1,0,0,0,4,1,N,Alex Johnson
9193,johnsal01,1967,1,SLN,NL,81,175,20,39,9,2,1,12,6,3,9,26,0,3,1,1,3,1,N,Alex Johnson
9425,johnsal01,1968,1,CIN,NL,149,603,79,188,32,6,2,58,16,6,26,71,4,3,0,2,18,1,N,Alex Johnson
9675,johnsal01,1969,1,CIN,NL,139,523,86,165,18,4,17,88,11,8,25,69,1,9,4,11,14,1,N,Alex Johnson
9947,johnsal01,1970,1,CAL,AL,156,614,85,202,26,6,14,86,17,2,35,68,9,7,0,3,25,1,N,Alex Johnson
10233,johnsal01,1971,1,CAL,AL,65,242,19,63,8,0,2,21,5,2,15,34,3,2,1,1,10,1,N,Alex Johnson
10528,johnsal01,1972,1,CLE,AL,108,356,31,85,10,1,8,37,6,8,22,40,10,1,2,3,10,1,N,Alex Johnson
10845,johnsal01,1973,1,TEX,AL,158,624,62,179,26,3,8,68,10,5,32,82,5,2,1,4,17,1,N,Alex Johnson
11169,johnsal01,1974,1,TEX,AL,114,453,57,132,14,3,4,41,20,9,28,59,4,4,1,0,17,1,N,Alex Johnson
11170,johnsal01,1974,2,NYA,AL,10,28,3,6,1,0,1,2,0,0,0,3,0,0,0,0,0,1,N,Alex Johnson
11477,johnsal01,1975,1,NYA,AL,52,119,15,31,5,1,1,15,2,3,7,21,1,0,0,2,4,1,N,Alex Johnson
11763,johnsal01,1976,1,DET,AL,125,429,41,115,15,2,6,45,14,10,19,49,1,2,1,6,15,1,N,Alex Johnson
5978,reynoal01,1942,1,CLE,AL,2,2,0,0,0,0,0,0,0,0,0,0,,0,0,,0,15,N,Allie Reynolds
6083,reynoal01,1943,1,CLE,AL,39,67,6,10,0,0,0,3,0,0,5,14,,0,5,,2,15,N,Allie Reynolds
6157,reynoal01,1944,1,CLE,AL,41,57,2,7,2,0,0,1,0,0,1,9,,0,3,,2,15,N,Allie Reynolds
6237,reynoal01,1945,1,CLE,AL,44,85,1,8,1,0,0,3,0,0,1,12,,1,7,,2,15,N,Allie Reynolds
6346,reynoal01,1946,1,CLE,AL,35,63,1,14,0,0,0,9,0,0,2,11,,0,6,,1,15,N,Allie Reynolds
6459,reynoal01,1947,1,NYA,AL,38,89,7,13,1,0,0,5,0,0,7,26,,0,7,,1,15,N,Allie Reynolds
6567,reynoal01,1948,1,NYA,AL,41,83,6,16,3,0,1,16,0,0,4,22,,0,5,,3,15,N,Allie Reynolds
6683,reynoal01,1949,1,NYA,AL,37,78,8,17,3,2,0,10,0,0,13,15,,0,2,,3,15,N,Allie Reynolds
6799,reynoal01,1950,1,NYA,AL,36,81,5,15,3,1,0,9,0,0,7,16,,1,9,,2,15,N,Allie Reynolds
6914,reynoal01,1951,1,NYA,AL,43,76,8,14,3,0,0,11,1,0,7,18,,2,5,,2,15,N,Allie Reynolds
7032,reynoal01,1952,1,NYA,AL,41,85,6,13,0,1,0,7,0,0,5,22,,0,4,,1,15,N,Allie Reynolds
7149,reynoal01,1953,1,NYA,AL,42,41,3,5,2,0,0,2,0,0,7,11,,1,0,,4,15,N,Allie Reynolds
7261,reynoal01,1954,1,NYA,AL,36,50,3,8,1,0,0,3,0,0,2,10,,0,5,0,5,15,N,Allie Reynolds
9254,otisam01,1967,1,NYN,NL,19,59,6,13,2,0,0,1,0,4,5,13,0,1,1,0,0,1,N,Amos Otis
9742,otisam01,1969,1,NYN,NL,48,93,6,14,3,1,0,4,1,0,6,27,1,0,3,0,0,1,N,Amos Otis
10022,otisam01,1970,1,KCA,AL,159,620,91,176,36,9,11,58,33,2,68,67,3,1,6,5,8,1,N,Amos Otis
10311,otisam01,1971,1,KCA,AL,147,555,80,167,26,4,15,79,52,8,40,74,2,2,2,8,18,1,N,Amos Otis
10610,otisam01,1972,1,KCA,AL,143,540,75,158,28,2,11,54,28,12,50,59,3,3,6,6,6,1,N,Amos Otis
10934,otisam01,1973,1,KCA,AL,148,583,89,175,21,4,26,93,13,9,63,47,5,1,1,3,10,1,N,Amos Otis
11256,otisam01,1974,1,KCA,AL,146,552,87,157,31,9,12,73,18,5,58,67,4,2,8,12,16,1,N,Amos Otis
11549,otisam01,1975,1,KCA,AL,132,470,87,116,26,6,9,46,39,11,66,48,1,4,4,4,8,1,N,Amos Otis
11833,otisam01,1976,1,KCA,AL,153,592,93,165,40,2,18,86,26,7,55,100,7,5,5,8,13,1,N,Amos Otis
12122,otisam01,1977,1,KCA,AL,142,478,85,120,20,8,17,78,23,7,71,88,5,0,3,9,13,1,N,Amos Otis
12394,otisam01,1978,1,KCA,AL,141,486,74,145,30,7,22,96,32,8,66,54,7,4,1,10,10,1,N,Amos Otis
12652,otisam01,1979,1,KCA,AL,151,577,100,170,28,2,18,90,30,5,68,92,8,3,7,5,12,1,N,Amos Otis
12910,otisam01,1980,1,KCA,AL,107,394,56,99,16,3,10,53,16,1,39,70,0,3,2,10,9,1,N,Amos Otis
13159,otisam01,1981,1,KCA,AL,99,372,49,100,22,3,9,57,16,7,31,59,1,2,3,9,7,1,N,Amos Otis
13424,otisam01,1982,1,KCA,AL,125,475,73,136,25,3,11,88,9,5,37,65,3,2,1,9,17,1,N,Amos Otis
13672,otisam01,1983,1,KCA,AL,98,356,35,93,16,3,4,41,5,2,27,63,3,0,0,1,7,1,N,Amos Otis
13914,otisam01,1984,1,PIT,NL,40,97,6,16,4,0,0,10,0,0,7,15,0,0,1,4,4,1,N,Amos Otis
462,rusieam01,1889,1,IN3,NL,33,103,15,18,3,1,0,4,3,,2,19,,1,,,,7,Y,Amos Rusie
512,rusieam01,1890,1,NY1,NL,73,284,31,79,13,6,0,28,6,,7,26,,1,,,,7,Y,Amos Rusie
570,rusieam01,1891,1,NY1,NL,62,220,30,54,5,2,0,15,2,,3,25,,0,,,,7,Y,Amos Rusie
623,rusieam01,1892,1,NY1,NL,70,256,19,54,7,4,1,26,4,,3,29,,0,,,,7,Y,Amos Rusie
677,rusieam01,1893,1,NY1,NL,56,212,32,57,3,4,3,27,0,,3,19,,1,,,,7,Y,Amos Rusie
725,rusieam01,1894,1,NY1,NL,56,186,20,52,5,4,3,26,5,,5,24,,1,,,,7,Y,Amos Rusie
773,rusieam01,1895,1,NY1,NL,53,179,14,44,3,1,1,19,2,,0,28,,0,0,,,7,Y,Amos Rusie
869,rusieam01,1897,1,NY1,NL,40,144,25,40,1,3,0,22,1,,3,,,1,0,,,7,Y,Amos Rusie
931,rusieam01,1898,1,NY1,NL,41,138,23,29,2,4,0,8,2,,1,,,0,0,,,7,Y,Amos Rusie
1137,rusieam01,1901,1,CIN,NL,3,8,0,1,0,0,0,1,0,,0,,,1,0,,,7,Y,Amos Rusie
11696,dawsoan01,1976,1,MON,NL,24,85,9,20,4,1,0,7,1,2,5,13,1,0,2,0,0,9,Y,Andre Dawson
11978,dawsoan01,1977,1,MON,NL,139,525,64,148,26,9,19,65,21,7,34,93,4,2,1,4,6,9,Y,Andre Dawson
12267,dawsoan01,1978,1,MON,NL,157,609,84,154,24,8,25,72,28,11,30,128,3,12,4,5,7,9,Y,Andre Dawson
12524,dawsoan01,1979,1,MON,NL,155,639,90,176,24,12,25,92,35,10,27,115,5,6,8,4,10,9,Y,Andre Dawson
12793,dawsoan01,1980,1,MON,NL,151,577,96,178,41,7,17,87,34,9,44,69,7,6,1,10,9,9,Y,Andre Dawson
13042,dawsoan01,1981,1,MON,NL,103,394,71,119,21,3,24,64,26,4,35,50,14,7,0,5,6,9,Y,Andre Dawson
13297,dawsoan01,1982,1,MON,NL,148,608,107,183,37,7,23,83,39,10,34,96,4,8,4,6,8,9,Y,Andre Dawson
13566,dawsoan01,1983,1,MON,NL,159,633,104,189,36,10,32,113,25,11,38,81,12,9,0,18,14,9,Y,Andre Dawson
13810,dawsoan01,1984,1,MON,NL,138,533,73,132,23,6,17,86,13,5,41,80,2,2,1,6,12,9,Y,Andre Dawson
14058,dawsoan01,1985,1,MON,NL,139,529,65,135,27,2,23,91,13,4,29,92,8,4,1,7,12,9,Y,Andre Dawson
14299,dawsoan01,1986,1,MON,NL,130,496,65,141,32,2,20,78,18,12,37,79,11,6,1,6,13,9,Y,Andre Dawson
14539,dawsoan01,1987,1,CHN,NL,153,621,90,178,24,2,49,137,11,3,32,103,7,7,0,2,15,9,Y,Andre Dawson
14784,dawsoan01,1988,1,CHN,NL,157,591,78,179,31,8,24,79,12,4,37,73,12,4,1,7,13,9,Y,Andre Dawson
15018,dawsoan01,1989,1,CHN,NL,118,416,62,105,18,6,21,77,8,5,35,62,13,1,0,7,16,9,Y,Andre Dawson
15255,dawsoan01,1990,1,CHN,NL,147,529,72,164,28,5,27,100,16,2,42,65,21,2,0,8,12,9,Y,Andre Dawson
15483,dawsoan01,1991,1,CHN,NL,149,563,69,153,21,4,31,104,4,5,22,80,3,5,0,6,10,9,Y,Andre Dawson
15709,dawsoan01,1992,1,CHN,NL,143,542,60,150,27,2,22,90,6,2,30,70,8,4,0,6,13,9,Y,Andre Dawson
15942,dawsoan01,1993,1,BOS,AL,121,461,44,126,29,1,13,67,2,1,17,49,4,13,0,7,18,9,Y,Andre Dawson
16187,dawsoan01,1994,1,BOS,AL,75,292,34,70,18,0,16,48,2,2,9,53,3,4,0,1,15,9,Y,Andre Dawson
16420,dawsoan01,1995,1,FLO,NL,79,226,30,58,10,3,8,37,0,0,9,45,1,8,0,3,7,9,Y,Andre Dawson
16655,dawsoan01,1996,1,FLO,NL,42,58,6,16,2,0,2,14,0,0,2,13,0,1,0,0,1,9,Y,Andre Dawson
11008,thornan01,1973,1,CHN,NL,17,35,3,7,3,0,0,2,0,0,7,9,0,0,0,0,1,1,N,Andre Thornton
11327,thornan01,1974,1,CHN,NL,107,303,41,79,16,4,10,46,2,1,48,50,4,4,1,1,6,1,N,Andre Thornton
11613,thornan01,1975,1,CHN,NL,120,372,70,109,21,4,18,60,3,2,88,63,12,4,3,6,6,1,N,Andre Thornton
11892,thornan01,1976,1,CHN,NL,27,85,8,17,6,0,2,14,2,0,20,14,1,2,0,1,0,1,N,Andre Thornton
11893,thornan01,1976,2,MON,NL,69,183,20,35,5,2,9,24,2,1,28,32,0,3,1,3,1,1,N,Andre Thornton
12181,thornan01,1977,1,CLE,AL,131,433,77,114,20,5,28,70,3,4,70,82,1,11,1,2,9,1,N,Andre Thornton
12448,thornan01,1978,1,CLE,AL,145,508,97,133,22,4,33,105,4,7,93,72,4,6,2,8,17,1,N,Andre Thornton
12715,thornan01,1979,1,CLE,AL,143,515,89,120,31,1,26,93,5,4,90,93,2,4,1,7,8,1,N,Andre Thornton
13226,thornan01,1981,1,CLE,AL,69,226,22,54,12,0,6,30,3,1,23,37,1,0,2,5,15,1,N,Andre Thornton
13488,thornan01,1982,1,CLE,AL,161,589,90,161,26,1,32,116,6,7,109,81,18,2,3,5,21,1,N,Andre Thornton
13737,thornan01,1983,1,CLE,AL,141,508,78,143,27,1,17,77,4,2,87,72,14,2,0,8,10,1,N,Andre Thornton
13984,thornan01,1984,1,CLE,AL,155,587,91,159,26,0,33,99,6,5,91,79,11,2,0,9,9,1,N,Andre Thornton
14223,thornan01,1985,1,CLE,AL,124,461,49,109,13,0,22,88,3,2,47,75,1,0,0,6,14,1,N,Andre Thornton
14465,thornan01,1986,1,CLE,AL,120,401,49,92,14,0,17,66,4,1,65,67,0,1,0,8,11,1,N,Andre Thornton
14708,thornan01,1987,1,CLE,AL,36,85,8,10,2,0,0,5,1,0,10,25,0,0,0,2,1,1,N,Andre Thornton
14079,galaran01,1985,1,MON,NL,24,75,9,14,1,0,2,4,1,2,3,18,0,1,0,0,0,1,N,Andres Galarraga
14323,galaran01,1986,1,MON,NL,105,321,39,87,13,0,10,42,6,5,30,79,5,3,1,1,8,1,N,Andres Galarraga
14562,galaran01,1987,1,MON,NL,147,551,72,168,40,3,13,90,7,10,41,127,13,10,0,4,11,1,N,Andres Galarraga
14805,galaran01,1988,1,MON,NL,157,609,99,184,42,8,29,92,13,4,39,153,9,10,0,3,12,1,N,Andres Galarraga
15040,galaran01,1989,1,MON,NL,152,572,76,147,30,1,23,85,12,5,48,158,10,13,0,3,12,1,N,Andres Galarraga
15277,galaran01,1990,1,MON,NL,155,579,65,148,29,0,20,87,10,1,40,169,8,4,0,5,14,1,N,Andres Galarraga
15505,galaran01,1991,1,MON,NL,107,375,34,82,13,2,9,33,5,6,23,86,5,2,0,0,6,1,N,Andres Galarraga
15730,galaran01,1992,1,SLN,NL,95,325,38,79,14,2,10,39,5,4,11,69,0,8,0,3,8,1,N,Andres Galarraga
15966,galaran01,1993,1,COL,NL,120,470,71,174,35,4,22,98,2,4,24,73,12,6,0,6,9,1,N,Andres Galarraga
16207,galaran01,1994,1,COL,NL,103,417,77,133,21,0,31,85,8,3,19,93,8,8,0,5,10,1,N,Andres Galarraga
16442,galaran01,1995,1,COL,NL,143,554,89,155,29,3,31,106,12,2,32,146,6,13,0,5,14,1,N,Andres Galarraga
16677,galaran01,1996,1,COL,NL,159,626,119,190,39,3,47,150,18,8,40,157,3,17,0,8,6,1,N,Andres Galarraga
16905,galaran01,1997,1,COL,NL,154,600,120,191,31,3,41,140,15,8,54,141,2,17,0,3,16,1,N,Andres Galarraga
17128,galaran01,1998,1,ATL,NL,153,555,103,169,27,1,44,121,7,6,63,146,11,25,0,5,8,1,N,Andres Galarraga
17526,galaran01,2000,1,ATL,NL,141,494,67,149,25,1,28,100,3,5,36,126,5,17,0,1,15,1,N,Andres Galarraga
17703,galaran01,2001,1,TEX,AL,72,243,33,57,16,0,10,34,1,0,18,68,1,9,0,1,9,1,N,Andres Galarraga
17704,galaran01,2001,2,SFN,NL,49,156,17,45,12,1,7,35,0,3,13,49,1,3,0,2,3,1,N,Andres Galarraga
17861,galaran01,2002,1,MON,NL,104,292,30,76,12,0,9,40,2,2,30,81,6,9,0,3,8,1,N,Andres Galarraga
18012,galaran01,2003,1,SFN,NL,110,272,36,82,15,0,12,42,1,3,19,61,1,2,0,0,9,1,N,Andres Galarraga
18154,galaran01,2004,1,ANA,AL,7,10,1,3,0,0,1,2,0,0,0,3,0,1,0,0,1,1,N,Andres Galarraga
1166,coaklan01,1902,1,PHA,AL,3,8,1,3,1,0,0,0,0,,2,,,0,0,,,1,N,Andy Coakley
1251,coaklan01,1903,1,PHA,AL,6,15,0,3,0,0,0,0,0,,0,,,0,0,,,1,N,Andy Coakley
1331,coaklan01,1904,1,PHA,AL,8,23,0,2,0,0,0,1,0,,0,,,0,1,,,1,N,Andy Coakley
1414,coaklan01,1905,1,PHA,AL,35,94,3,13,1,1,0,1,1,,3,,,0,4,,,1,N,Andy Coakley
1502,coaklan01,1906,1,PHA,AL,22,49,4,7,0,0,0,1,0,,4,,,0,2,,,1,N,Andy Coakley
1591,coaklan01,1907,1,CIN,NL,37,84,2,6,0,0,0,2,0,,5,,,0,6,,,1,N,Andy Coakley
1687,coaklan01,1908,1,CIN,NL,32,76,3,7,1,0,0,1,0,,2,,,0,5,,,1,N,Andy Coakley
1688,coaklan01,1908,2,CHN,NL,4,6,0,0,0,0,0,0,0,,0,,,0,0,,,1,N,Andy Coakley
1793,coaklan01,1909,1,CHN,NL,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,N,Andy Coakley
1995,coaklan01,1911,1,NYA,AL,2,4,1,1,0,0,0,0,0,,1,,,0,0,,,1,N,Andy Coakley
8767,koscoan01,1965,1,MIN,AL,23,55,3,13,4,0,1,6,0,0,1,15,0,0,0,2,0,1,N,Andy Kosco
8983,koscoan01,1966,1,MIN,AL,57,158,11,35,5,0,2,13,0,1,7,31,1,0,3,2,4,1,N,Andy Kosco
9205,koscoan01,1967,1,MIN,AL,9,28,4,4,1,0,0,4,0,0,2,4,0,0,0,0,1,1,N,Andy Kosco
9437,koscoan01,1968,1,NYA,AL,131,466,47,112,19,1,15,59,2,2,16,71,2,3,3,4,11,1,N,Andy Kosco
9687,koscoan01,1969,1,LAN,NL,120,424,51,105,13,2,19,74,0,1,21,66,2,1,3,4,15,1,N,Andy Kosco
9961,koscoan01,1970,1,LAN,NL,74,224,21,51,12,0,8,27,1,1,1,40,0,0,2,1,7,1,N,Andy Kosco
10249,koscoan01,1971,1,ML4,AL,98,264,27,60,6,2,10,39,1,3,24,57,5,0,1,1,6,1,N,Andy Kosco
10543,koscoan01,1972,1,CAL,AL,49,142,15,34,4,2,6,13,1,0,5,23,1,1,1,2,5,1,N,Andy Kosco
10544,koscoan01,1972,2,BOS,AL,17,47,5,10,2,1,3,6,0,0,2,9,0,1,0,0,4,1,N,Andy Kosco
10863,koscoan01,1973,1,CIN,NL,47,118,17,33,7,0,9,21,0,0,13,26,6,0,2,2,4,1,N,Andy Kosco
11189,koscoan01,1974,1,CIN,NL,33,37,3,7,2,0,0,5,0,0,7,8,1,0,0,1,1,1,N,Andy Kosco
9473,messean01,1968,1,CAL,AL,29,20,1,2,1,0,0,1,0,0,0,10,0,0,4,0,0,2,N,Andy Messersmith
9721,messean01,1969,1,CAL,AL,42,77,5,12,2,0,0,5,0,0,8,28,0,0,6,0,1,2,N,Andy Messersmith
10000,messean01,1970,1,CAL,AL,38,70,4,11,3,0,1,2,0,0,0,28,0,0,5,0,0,2,N,Andy Messersmith
10287,messean01,1971,1,CAL,AL,39,93,8,16,2,0,2,5,0,0,5,30,0,0,6,0,0,2,N,Andy Messersmith
10588,messean01,1972,1,CAL,AL,26,53,2,10,3,0,0,0,1,0,3,13,0,0,2,0,0,2,N,Andy Messersmith
10907,messean01,1973,1,LAN,NL,34,89,3,15,3,0,0,6,0,0,5,16,0,0,5,0,1,2,N,Andy Messersmith
11231,messean01,1974,1,LAN,NL,39,96,12,23,8,0,1,11,0,0,11,28,0,0,4,2,1,2,N,Andy Messersmith
11528,messean01,1975,1,LAN,NL,44,108,8,17,4,0,0,9,0,0,7,25,0,1,5,2,2,2,N,Andy Messersmith
11812,messean01,1976,1,ATL,NL,29,67,3,12,1,0,0,10,0,0,4,19,0,0,6,0,1,2,N,Andy Messersmith
12101,messean01,1977,1,ATL,NL,16,34,2,4,2,0,1,3,0,0,3,9,0,0,2,0,0,2,N,Andy Messersmith
12375,messean01,1978,1,NYA,AL,6,,,,,,,,,,,,,,,,,2,N,Andy Messersmith
12630,messean01,1979,1,LAN,NL,11,22,1,2,1,0,0,2,0,0,0,6,0,0,1,0,0,2,N,Andy Messersmith
6082,pafkoan01,1943,1,CHN,NL,13,58,7,22,3,0,0,10,1,,2,5,,0,0,,2,2,N,Andy Pafko
6156,pafkoan01,1944,1,CHN,NL,128,469,47,126,16,2,6,62,2,,28,23,,4,11,,14,2,N,Andy Pafko
6235,pafkoan01,1945,1,CHN,NL,144,534,64,159,24,12,12,110,5,,45,36,,8,21,,4,2,N,Andy Pafko
6341,pafkoan01,1946,1,CHN,NL,65,234,18,66,6,4,3,39,4,,27,15,,4,8,,9,2,N,Andy Pafko
6454,pafkoan01,1947,1,CHN,NL,129,513,68,155,25,7,13,66,4,,31,39,,3,3,,19,2,N,Andy Pafko
6559,pafkoan01,1948,1,CHN,NL,142,548,82,171,30,2,26,101,3,,50,50,,5,3,,13,2,N,Andy Pafko
6675,pafkoan01,1949,1,CHN,NL,144,519,79,146,29,2,18,69,4,,63,33,,9,1,,17,2,N,Andy Pafko
6792,pafkoan01,1950,1,CHN,NL,146,514,95,156,24,8,36,92,4,,69,32,,11,1,,9,2,N,Andy Pafko
6904,pafkoan01,1951,1,CHN,NL,49,178,26,47,5,3,12,35,1,1,17,10,,4,0,,6,2,N,Andy Pafko
6905,pafkoan01,1951,2,BRO,NL,84,277,42,69,11,0,18,58,1,4,35,27,,8,0,,8,2,N,Andy Pafko
7023,pafkoan01,1952,1,BRO,NL,150,551,76,158,17,5,19,85,4,3,64,48,,5,4,,14,2,N,Andy Pafko
7141,pafkoan01,1953,1,ML1,NL,140,516,70,153,23,4,17,72,2,1,37,33,,3,12,,14,2,N,Andy Pafko
7251,pafkoan01,1954,1,ML1,NL,138,510,61,146,22,4,14,69,1,2,37,36,,4,12,7,14,2,N,Andy Pafko
7374,pafkoan01,1955,1,ML1,NL,86,252,29,67,3,5,5,34,1,2,7,23,1,4,1,3,8,2,N,Andy Pafko
7501,pafkoan01,1956,1,ML1,NL,45,93,15,24,5,0,2,9,0,0,10,13,0,0,1,0,0,2,N,Andy Pafko
7623,pafkoan01,1957,1,ML1,NL,83,220,31,61,6,1,8,27,1,0,10,22,2,1,1,3,6,2,N,Andy Pafko
7747,pafkoan01,1958,1,ML1,NL,95,164,17,39,7,1,3,23,0,0,15,17,3,2,2,2,3,2,N,Andy Pafko
7875,pafkoan01,1959,1,ML1,NL,71,142,17,31,8,2,1,15,0,0,14,15,1,1,1,0,4,2,N,Andy Pafko
13746,vanslan01,1983,1,SLN,NL,101,309,51,81,15,5,8,38,21,7,46,64,5,1,2,3,4,1,N,Andy Van Slyke
13992,vanslan01,1984,1,SLN,NL,137,361,45,88,16,4,7,50,28,5,63,71,9,0,0,2,5,1,N,Andy Van Slyke
14229,vanslan01,1985,1,SLN,NL,146,424,61,110,25,6,13,55,34,6,47,54,6,2,1,1,7,1,N,Andy Van Slyke
14470,vanslan01,1986,1,SLN,NL,137,418,48,113,23,7,13,61,21,8,47,85,5,1,1,3,2,1,N,Andy Van Slyke
14713,vanslan01,1987,1,PIT,NL,157,564,93,165,36,11,21,82,34,8,56,122,4,4,3,3,6,1,N,Andy Van Slyke
14950,vanslan01,1988,1,PIT,NL,154,587,101,169,23,15,25,100,30,9,57,126,2,1,1,13,8,1,N,Andy Van Slyke
15182,vanslan01,1989,1,PIT,NL,130,476,64,113,18,9,9,53,16,4,47,100,3,3,1,4,13,1,N,Andy Van Slyke
15408,vanslan01,1990,1,PIT,NL,136,493,67,140,26,6,17,77,14,4,66,89,2,1,3,4,6,1,N,Andy Van Slyke
15634,vanslan01,1991,1,PIT,NL,138,491,87,130,24,7,17,83,10,3,71,85,1,4,0,11,5,1,N,Andy Van Slyke
15866,vanslan01,1992,1,PIT,NL,154,614,103,199,45,12,14,89,12,3,58,99,4,4,0,9,9,1,N,Andy Van Slyke
